1, 0.021195, 0.000000
1, 0.015415, 0.000000
1, 0.043354, 0.000000
1, 0.046244, 0.000000
1, 0.051061, 0.000000
1, 0.000000, 1.000000
1, 0.131025, 0.000000
1, 0.014451, 0.000000
1, 0.015415, 0.000000
1, 0.131025, 0.000000
1, 0.009634, 0.000000
1, 0.015415, 0.000000
1, 0.046244, 0.000000
1, 0.053951, 0.000000
1, 0.094415, 0.000000
1, 0.023122, 0.000000
1, 0.038537, 0.000000
1, 0.041427, 0.000000
1, 0.023122, 0.000000
1, 0.115610, 0.000000
1, 0.046244, 0.000000
1, 0.015415, 0.000000
1, 0.223513, 0.000000
1, 0.078037, 0.000000
1, 0.021195, 0.000000
1, 0.069366, 0.000000
1, 0.130061, 0.000000
1, 0.061659, 0.000000
1, 0.014451, 0.000000
1, 0.161854, 0.000000
1, 0.023122, 0.000000
1, 0.069366, 0.000000
1, 0.085744, 0.000000
1, 0.047207, 0.000000
1, 0.069366, 0.000000
1, 0.084781, 0.000000
1, 0.061659, 0.000000
1, 0.015415, 0.000000
1, 0.015415, 0.000000
1, 0.020232, 0.000000
1, 0.038537, 0.000000
1, 0.015415, 0.000000
1, 0.023122, 0.000000
1, 0.045281, 0.000000
1, 0.084781, 0.000000
1, 0.046244, 0.000000
1, 0.005781, 0.000000
1, 0.040464, 0.000000
1, 0.100196, 0.000000
1, 0.061659, 0.000000
1, 0.030829, 0.000000
1, 0.013488, 0.000000
1, 0.000000, 1.000000
1, 0.030829, 0.000000
1, 0.062622, 0.000000
1, 0.050098, 0.000000
1, 0.046244, 0.000000
1, 0.138732, 0.000000
1, 0.066476, 0.000000
1, 0.020232, 0.000000
1, 0.107903, 0.000000
1, 0.046244, 0.000000
1, 0.015415, 0.000000
1, 0.030829, 0.000000
1, 0.161854, 0.000000
1, 0.015415, 0.000000
1, 0.021195, 0.000000
1, 0.053951, 0.000000
1, 0.053951, 0.000000
1, 0.053951, 0.000000
1, 0.020232, 0.000000
1, 0.015415, 0.000000
1, 0.052025, 0.000000
1, 0.077073, 0.000000
1, 0.068403, 0.000000
1, 0.077073, 0.000000
1, 0.000000, 1.000000
1, 0.069366, 0.000000
1, 0.015415, 0.000000
1, 0.000000, 1.000000
1, 0.104049, 0.000000
1, 0.015415, 0.000000
1, 0.061659, 0.000000
1, 0.223513, 0.000000
1, 0.061659, 0.000000
1, 0.095378, 0.000000
1, 0.000000, 1.000000
1, 0.069366, 0.000000
1, 0.061659, 0.000000
1, 0.030829, 0.000000
1, 0.019268, 0.000000
1, 0.053951, 0.000000
1, 0.000000, 1.000000
1, 0.053951, 0.000000
1, 0.015415, 0.000000
1, 0.060695, 0.000000
1, 0.015415, 0.000000
1, 0.041427, 0.000000
1, 0.045281, 0.000000
1, 0.000000, 1.000000
2, 0.063586, 0.000000
2, 0.107903, 0.000000
2, 0.069366, 0.000000
2, 0.013488, 0.000000
2, 0.092488, 0.000000
2, 0.154147, 0.000000
2, 0.063586, 0.000000
2, 0.006744, 0.000000
2, 0.015415, 0.000000
2, 0.030829, 0.000000
2, 0.015415, 0.000000
2, 0.057805, 0.000000
2, 0.021195, 0.000000
2, 0.053951, 0.000000
2, 0.046244, 0.000000
2, 0.040464, 0.000000
2, 0.038537, 0.000000
2, 0.053951, 0.000000
2, 0.084781, 0.000000
2, 0.061659, 0.000000
2, 0.015415, 0.000000
2, 0.246635, 0.000000
2, 0.030829, 0.000000
2, 0.035646, 0.000000
2, 0.053951, 0.000000
2, 0.013488, 0.000000
2, 0.200391, 0.000000
2, 0.052025, 0.000000
2, 0.015415, 0.000000
2, 0.007707, 0.000000
2, 0.033720, 0.000000
2, 0.061659, 0.000000
2, 0.038537, 0.000000
2, 0.061659, 0.000000
2, 0.168598, 0.000000
2, 0.077073, 0.000000
2, 0.079000, 0.000000
2, 0.023122, 0.000000
2, 0.030829, 0.000000
2, 0.053951, 0.000000
2, 0.023122, 0.000000
2, 0.030829, 0.000000
2, 0.092488, 0.000000
2, 0.009634, 0.000000
2, 0.169562, 0.000000
2, 0.138732, 0.000000
2, 0.023122, 0.000000
2, 0.169562, 0.000000
2, 0.050098, 0.000000
2, 0.044317, 0.000000
2, 0.015415, 0.000000
2, 0.053951, 0.000000
2, 0.115610, 0.000000
2, 0.061659, 0.000000
2, 0.069366, 0.000000
2, 0.089598, 0.000000
2, 0.169562, 0.000000
2, 0.076110, 0.000000
2, 0.131025, 0.000000
2, 0.084781, 0.000000
2, 0.042390, 0.000000
2, 0.074183, 0.000000
2, 0.015415, 0.000000
2, 0.100196, 0.000000
2, 0.054915, 0.000000
2, 0.038537, 0.000000
2, 0.061659, 0.000000
2, 0.028903, 0.000000
2, 0.014451, 0.000000
2, 0.027939, 0.000000
2, 0.053951, 0.000000
2, 0.048171, 0.000000
2, 0.081891, 0.000000
2, 0.053951, 0.000000
2, 0.138732, 0.000000
2, 0.026976, 0.000000
2, 0.138732, 0.000000
2, 0.084781, 0.000000
2, 0.071293, 0.000000
2, 0.030829, 0.000000
2, 0.053951, 0.000000
2, 0.115610, 0.000000
2, 0.019268, 0.000000
2, 0.041427, 0.000000
2, 0.154147, 0.000000
2, 0.052025, 0.000000
2, 0.184976, 0.000000
2, 0.060695, 0.000000
2, 0.211952, 0.000000
2, 0.131025, 0.000000
2, 0.030829, 0.000000
2, 0.022159, 0.000000
2, 0.051061, 0.000000
2, 0.081891, 0.000000
2, 0.053951, 0.000000
2, 0.117537, 0.000000
2, 0.131025, 0.000000
2, 0.030829, 0.000000
2, 0.115610, 0.000000
2, 0.026012, 0.000000
3, 0.177269, 0.000000
3, 0.046244, 0.000000
3, 0.192684, 0.000000
3, 0.077073, 0.000000
3, 0.083817, 0.000000
3, 0.084781, 0.000000
3, 0.024085, 0.000000
3, 0.200391, 0.000000
3, 0.107903, 0.000000
3, 0.061659, 0.000000
3, 0.107903, 0.000000
3, 0.038537, 0.000000
3, 0.161854, 0.000000
3, 0.030829, 0.000000
3, 0.069366, 0.000000
3, 0.028903, 0.000000
3, 0.084781, 0.000000
3, 0.112720, 0.000000
3, 0.069366, 0.000000
3, 0.016378, 0.000000
3, 0.053951, 0.000000
3, 0.169562, 0.000000
3, 0.138732, 0.000000
3, 0.123318, 0.000000
3, 0.058769, 0.000000
3, 0.184976, 0.000000
3, 0.069366, 0.000000
3, 0.059732, 0.000000
3, 0.200391, 0.000000
3, 0.018305, 0.000000
3, 0.061659, 0.000000
3, 0.061659, 0.000000
3, 0.154147, 0.000000
3, 0.034683, 0.000000
3, 0.092488, 0.000000
3, 0.115610, 0.000000
