1, 2.248000, 1.392299, 2.935000, 1.992178
2, 3.394000, 1.958766, 5.014000, 2.555739
3, 4.032000, 2.118720, 6.144000, 2.807359
4, 4.638000, 2.320120, 6.954000, 2.841458
5, 5.013000, 2.412225, 7.315000, 2.783123
6, 5.169000, 2.496485, 7.737000, 2.897901
7, 5.311000, 2.562475, 8.099000, 2.902619
8, 5.385000, 2.626552, 8.033000, 2.929149
9, 5.499000, 2.554212, 8.173000, 2.900874
10, 5.702000, 2.722351, 8.158000, 2.966991
11, 5.596000, 2.736564, 8.357000, 2.884363
12, 5.691000, 2.818780, 8.157000, 2.881727
13, 5.666000, 2.720008, 8.431000, 2.929375
14, 5.700000, 2.716984, 8.443000, 2.820771
15, 5.730000, 2.798410, 8.402000, 2.944893
16, 5.676000, 2.689428, 8.252000, 2.895945
17, 5.695000, 2.723963, 8.464000, 2.879011
18, 5.811000, 2.766817, 8.246000, 2.921555
19, 5.713000, 2.704188, 8.387000, 2.983493
20, 5.775000, 2.740506, 8.479000, 2.799207
21, 5.801000, 2.728259, 8.455000, 2.907228
22, 5.928000, 2.706440, 8.435000, 2.921605
23, 5.722000, 2.799414, 8.398000, 2.917464
24, 5.779000, 2.774556, 8.214000, 2.942822
25, 5.744000, 2.772808, 8.291000, 2.897295
26, 5.846000, 2.686314, 8.384000, 2.911794
27, 5.738000, 2.711707, 8.639000, 2.970636
28, 5.685000, 2.670164, 8.273000, 2.874451
29, 5.765000, 2.793882, 8.444000, 2.867902
30, 5.769000, 2.698451, 8.497000, 2.814958
31, 5.794000, 2.800636, 8.409000, 2.931505
32, 5.746000, 2.788455, 8.375000, 2.879648
33, 5.755000, 2.808376, 8.252000, 2.908693
34, 5.680000, 2.688420, 8.358000, 2.927428
35, 5.854000, 2.726662, 8.414000, 2.978020
36, 5.785000, 2.792271, 8.445000, 2.916329
37, 5.707000, 2.714618, 8.447000, 2.927318
38, 5.732000, 2.782836, 8.309000, 2.957620
39, 5.656000, 2.843179, 8.309000, 2.855787
40, 5.747000, 2.625451, 8.458000, 2.852058
41, 5.826000, 2.729785, 8.446000, 2.854310
42, 5.812000, 2.711209, 8.461000, 2.918301
43, 5.795000, 2.740616, 8.604000, 2.839575
44, 5.777000, 2.737384, 8.376000, 2.889745
45, 5.775000, 2.692652, 8.357000, 2.823748
46, 5.576000, 2.713342, 8.509000, 2.905842
47, 5.829000, 2.848466, 8.364000, 2.910928
48, 5.629000, 2.742145, 8.380000, 2.921233
49, 5.557000, 2.627309, 8.549000, 2.874648
50, 5.785000, 2.674467, 8.482000, 2.836843
51, 5.882000, 2.755735, 8.483000, 2.950883
52, 5.880000, 2.704737, 8.567000, 2.893702
53, 5.725000, 2.771169, 8.592000, 2.829052
54, 5.692000, 2.650875, 8.474000, 2.824062
55, 5.827000, 2.777242, 8.331000, 2.842787
56, 5.733000, 2.741844, 8.469000, 2.922163
57, 5.729000, 2.659240, 8.371000, 3.015188
58, 5.724000, 2.691807, 8.429000, 2.845516
59, 5.883000, 2.815903, 8.317000, 2.866446
60, 5.618000, 2.724349, 8.607000, 2.798670
61, 5.772000, 2.730571, 8.383000, 2.881720
62, 5.794000, 2.712852, 8.596000, 2.902548
63, 5.881000, 2.761311, 8.318000, 2.888404
64, 5.716000, 2.635781, 8.407000, 2.945395
65, 5.805000, 2.702032, 8.582000, 2.831479
66, 5.788000, 2.672275, 8.504000, 2.986299
67, 5.716000, 2.695801, 8.456000, 2.939739
68, 5.782000, 2.757259, 8.344000, 3.003608
69, 5.819000, 2.701895, 8.463000, 2.829246
70, 5.939000, 2.815898, 8.423000, 2.890687
71, 5.640000, 2.699704, 8.232000, 2.840101
72, 5.764000, 2.741953, 8.513000, 2.875731
73, 5.824000, 2.734780, 8.410000, 2.858304
74, 5.868000, 2.813641, 8.448000, 2.905391
75, 5.927000, 2.791356, 8.518000, 2.750577
76, 5.743000, 2.808728, 8.405000, 2.944312
77, 5.825000, 2.691538, 8.494000, 2.899304
78, 5.752000, 2.754359, 8.372000, 2.926366
79, 5.737000, 2.673543, 8.492000, 2.954985
80, 5.645000, 2.748268, 8.444000, 2.799083
81, 5.752000, 2.731391, 8.436000, 2.865991
82, 5.742000, 2.749443, 8.416000, 2.934782
83, 5.759000, 2.799807, 8.627000, 2.936643
84, 5.778000, 2.733261, 8.591000, 2.814910
85, 5.704000, 2.720365, 8.465000, 3.007453
86, 5.703000, 2.728514, 8.476000, 2.926333
87, 5.837000, 2.639779, 8.398000, 2.856501
88, 5.766000, 2.781590, 8.421000, 3.019894
89, 5.785000, 2.737659, 8.538000, 2.929259
90, 5.729000, 2.785598, 8.416000, 2.850078
91, 5.779000, 2.645025, 8.442000, 2.996771
92, 5.846000, 2.824586, 8.376000, 2.926538
93, 5.805000, 2.659130, 8.377000, 3.044811
94, 5.763000, 2.806926, 8.293000, 2.862717
95, 5.709000, 2.706348, 8.265000, 2.960536
96, 5.814000, 2.774780, 8.488000, 3.018916
97, 5.848000, 2.746433, 8.523000, 2.886775
98, 5.856000, 2.763922, 8.469000, 2.845881
99, 5.715000, 2.720253, 8.444000, 2.900149
100, 5.830000, 2.662536, 8.513000, 2.874340
101, 5.668000, 2.673907, 8.309000, 2.953222
102, 5.812000, 2.706041, 8.544000, 2.949587
103, 5.870000, 2.726371, 8.518000, 2.831903
104, 5.837000, 2.775686, 8.261000, 2.999146
105, 5.736000, 2.735014, 8.272000, 2.922673
106, 5.791000, 2.699133, 8.299000, 2.949508
107, 5.854000, 2.844061, 8.357000, 2.899578
108, 5.736000, 2.717040, 8.192000, 2.855720
109, 5.671000, 2.793342, 8.351000, 2.944792
110, 5.912000, 2.702269, 8.597000, 2.879686
111, 5.749000, 2.666833, 8.488000, 2.926065
112, 5.753000, 2.757171, 8.523000, 2.836806
113, 5.787000, 2.788840, 8.487000, 2.822735
114, 5.696000, 2.667130, 8.471000, 2.810188
115, 5.791000, 2.803804, 8.549000, 2.968097
116, 5.762000, 2.815201, 8.312000, 2.944258
117, 5.812000, 2.746025, 8.412000, 2.857316
118, 5.816000, 2.771668, 8.494000, 2.979591
119, 5.596000, 2.719335, 8.547000, 2.880241
120, 5.796000, 2.744519, 8.406000, 2.894333
121, 5.759000, 2.769281, 8.233000, 2.890798
122, 5.776000, 2.752058, 8.460000, 2.836618
123, 5.695000, 2.749177, 8.515000, 2.900306
124, 5.814000, 2.773338, 8.532000, 2.843409
125, 5.880000, 2.727196, 8.402000, 2.922053
126, 5.792000, 2.785451, 8.329000, 2.941557
127, 5.828000, 2.723677, 8.432000, 2.840665
128, 5.746000, 2.737423, 8.415000, 2.886655
129, 5.767000, 2.641346, 8.594000, 2.869349
130, 5.844000, 2.831901, 8.422000, 2.849898
131, 5.910000, 2.779910, 8.442000, 2.866468
132, 5.825000, 2.679622, 8.420000, 2.805281
133, 5.684000, 2.761909, 8.503000, 2.830899
134, 5.865000, 2.789046, 8.529000, 2.911556
135, 5.739000, 2.739503, 8.423000, 2.805365
136, 5.639000, 2.770321, 8.365000, 2.819535
137, 5.759000, 2.675989, 8.548000, 2.858968
138, 5.841000, 2.772674, 8.417000, 2.994513
139, 5.820000, 2.713227, 8.605000, 2.890151
140, 5.874000, 2.801093, 8.454000, 2.930168
141, 5.768000, 2.726935, 8.563000, 2.846407
142, 5.689000, 2.743771, 8.495000, 3.000329
143, 5.759000, 2.721198, 8.355000, 2.962596
144, 5.792000, 2.760568, 8.411000, 2.895873
145, 5.845000, 2.743898, 8.515000, 2.904785
146, 5.783000, 2.705164, 8.447000, 2.900895
147, 5.754000, 2.675721, 8.439000, 2.888647
148, 5.935000, 2.717494, 8.473000, 2.868671
149, 5.736000, 2.805406, 8.491000, 2.944812
150, 5.895000, 2.705176, 8.464000, 2.919367
151, 5.808000, 2.760278, 8.304000, 2.881247
152, 5.871000, 2.757238, 8.410000, 2.934945
153, 6.035000, 2.749868, 8.468000, 2.940574
154, 5.690000, 2.704053, 8.551000, 2.771173
155, 5.695000, 2.810334, 8.338000, 2.882318
156, 5.783000, 2.804267, 8.374000, 2.951631
157, 5.783000, 2.740787, 8.533000, 2.850423
158, 5.731000, 2.624241, 8.648000, 2.929521
159, 5.610000, 2.735672, 8.319000, 2.941299
160, 5.630000, 2.696869, 8.372000, 2.783813
161, 5.690000, 2.784583, 8.409000, 2.756033
162, 5.732000, 2.755753, 8.371000, 2.945736
163, 5.785000, 2.743861, 8.493000, 2.961073
164, 5.896000, 2.757024, 8.370000, 2.938214
165, 5.821000, 2.717896, 8.419000, 2.888847
166, 5.613000, 2.670062, 8.316000, 2.937030
167, 5.885000, 2.803529, 8.717000, 2.896016
168, 5.874000, 2.729858, 8.503000, 2.954994
169, 5.705000, 2.803208, 8.350000, 2.933172
170, 5.925000, 2.757784, 8.250000, 2.942363
171, 5.833000, 2.673408, 8.523000, 2.839977
172, 5.770000, 2.785516, 8.336000, 2.890174
173, 5.852000, 2.745559, 8.430000, 2.909828
174, 5.773000, 2.870796, 8.330000, 2.876647
