Name | Player 1 Type | Player 2 Type | Function Type | Primary Attributes | Secondary Attributes | Parents Retained | Mutation Rate
tree-gen-equal | MinimaxPlayer | MinimaxPlayer | FunctionTree | 1 | 2 | 0.33 | 0.34

Iteration | Time Taken | Maximum Utility | Average Utility | Stddev of Utility | Battle ID | MoveList
1 | 39.812 | 666.666666667 | -691.261274861 | 921.794516704 | 19 | [((28 / other_secondary_1) / 3), (self_secondary_2 - (3 * self_secondary_1)), (3 * (other_secondary_1 / 2)), ((other_secondary_2 + 1) + (other_primary_1 / other_secondary_2)), ((other_primary_1 + self_secondary_2) - self_secondary_2), (other_secondary_1 / 2)]
2 | 24.909 | 666.666666667 | -239.811813787 | 897.233989734 | 19 | [((28 / other_secondary_1) / 3), (self_secondary_2 - (3 * self_secondary_1)), (3 * (other_secondary_1 / 2)), ((other_secondary_2 + 1) + (other_primary_1 / other_secondary_2)), ((other_primary_1 + self_secondary_2) - self_secondary_2), (other_secondary_1 / 2)]
3 | 29.029 | 666.666666667 | -334.770308359 | 961.662895112 | 19 | [((28 / other_secondary_1) / 3), (self_secondary_2 - (3 * self_secondary_1)), (3 * (other_secondary_1 / 2)), ((other_secondary_2 + 1) + (other_primary_1 / other_secondary_2)), ((other_primary_1 + self_secondary_2) - self_secondary_2), (other_secondary_1 / 2)]
4 | 31.054 | 666.666666667 | -336.966307462 | 960.443728603 | 19 | [((28 / other_secondary_1) / 3), (self_secondary_2 - (3 * self_secondary_1)), (3 * (other_secondary_1 / 2)), ((other_secondary_2 + 1) + (other_primary_1 / other_secondary_2)), ((other_primary_1 + self_secondary_2) - self_secondary_2), (other_secondary_1 / 2)]
5 | 24.584 | 764.297739604 | -204.306733562 | 930.312782541 | 1768 | [((other_secondary_1 * self_primary_1) + (2 * other_secondary_2)), ((self_secondary_1 + 1) - (40 - self_secondary_2)), (3 * (3 * self_secondary_1)), ((self_secondary_2 / self_primary_1) + self_secondary_2), ((62 - other_secondary_2) / (self_secondary_2 + self_secondary_1)), ((self_primary_1 / other_secondary_1) - (2 * other_secondary_1))]
6 | 26.981 | 764.297739604 | -250.052999591 | 947.825768765 | 1768 | [((other_secondary_1 * self_primary_1) + (2 * other_secondary_2)), ((self_secondary_1 + 1) - (40 - self_secondary_2)), (3 * (3 * self_secondary_1)), ((self_secondary_2 / self_primary_1) + self_secondary_2), ((62 - other_secondary_2) / (self_secondary_2 + self_secondary_1)), ((self_primary_1 / other_secondary_1) - (2 * other_secondary_1))]
7 | 28.728 | 764.297739604 | -285.667258218 | 955.78106596 | 1768 | [((other_secondary_1 * self_primary_1) + (2 * other_secondary_2)), ((self_secondary_1 + 1) - (40 - self_secondary_2)), (3 * (3 * self_secondary_1)), ((self_secondary_2 / self_primary_1) + self_secondary_2), ((62 - other_secondary_2) / (self_secondary_2 + self_secondary_1)), ((self_primary_1 / other_secondary_1) - (2 * other_secondary_1))]
8 | 26.119 | 764.297739604 | -229.802980246 | 942.876048135 | 1768 | [((other_secondary_1 * self_primary_1) + (2 * other_secondary_2)), ((self_secondary_1 + 1) - (40 - self_secondary_2)), (3 * (3 * self_secondary_1)), ((self_secondary_2 / self_primary_1) + self_secondary_2), ((62 - other_secondary_2) / (self_secondary_2 + self_secondary_1)), ((self_primary_1 / other_secondary_1) - (2 * other_secondary_1))]
9 | 27.871 | 764.297739604 | -326.705023347 | 972.976228531 | 1768 | [((other_secondary_1 * self_primary_1) + (2 * other_secondary_2)), ((self_secondary_1 + 1) - (40 - self_secondary_2)), (3 * (3 * self_secondary_1)), ((self_secondary_2 / self_primary_1) + self_secondary_2), ((62 - other_secondary_2) / (self_secondary_2 + self_secondary_1)), ((self_primary_1 / other_secondary_1) - (2 * other_secondary_1))]
10 | 27.672 | 764.297739604 | -263.561922183 | 953.504276342 | 1768 | [((other_secondary_1 * self_primary_1) + (2 * other_secondary_2)), ((self_secondary_1 + 1) - (40 - self_secondary_2)), (3 * (3 * self_secondary_1)), ((self_secondary_2 / self_primary_1) + self_secondary_2), ((62 - other_secondary_2) / (self_secondary_2 + self_secondary_1)), ((self_primary_1 / other_secondary_1) - (2 * other_secondary_1))]
