Name | Player 1 Type | Player 2 Type | Function Type | Primary Attributes | Secondary Attributes | Parents Retained | Mutation Rate
vector-players-random-random | RandomPlayer | RandomPlayer | FunctionVector | 1 | 2 | 0.3 | 0.5

Iteration | Time Taken | Maximum Utility | Average Utility | Stddev of Utility | Battle ID | MoveList
1 | 21.284 | 1000.0 | 359.064914658 | 746.749177813 | 393 | [{'other_secondary_1': -3, 'self_secondary_1': -4, 'self_secondary_2': 2, 'other_secondary_2': 4} + -1, {'other_primary_1': 2, 'other_secondary_1': 2, 'other_secondary_2': 0, 'self_secondary_1': 2, 'self_secondary_2': -2, 'self_primary_1': 3} + -4, {'other_primary_1': 0, 'other_secondary_1': 1, 'other_secondary_2': 0, 'self_secondary_1': -1, 'self_secondary_2': 2, 'self_primary_1': 1} + 3, {'other_secondary_1': 4, 'self_secondary_1': -2, 'self_secondary_2': -1, 'other_secondary_2': -1} + 1, {'self_secondary_1': -2, 'self_secondary_2': 5} + 2, {'other_primary_1': -4, 'other_secondary_1': 1, 'other_secondary_2': 4, 'self_secondary_1': -2, 'self_secondary_2': 3, 'self_primary_1': -1} + -2]
2 | 20.702 | 1000.0 | 522.716765977 | 645.852314596 | 393 | [{'other_secondary_1': -3, 'self_secondary_1': -4, 'self_secondary_2': 2, 'other_secondary_2': 4} + -1, {'other_primary_1': 2, 'other_secondary_1': 2, 'other_secondary_2': 0, 'self_secondary_1': 2, 'self_secondary_2': -2, 'self_primary_1': 3} + -4, {'other_primary_1': 0, 'other_secondary_1': 1, 'other_secondary_2': 0, 'self_secondary_1': -1, 'self_secondary_2': 2, 'self_primary_1': 1} + 3, {'other_secondary_1': 4, 'self_secondary_1': -2, 'self_secondary_2': -1, 'other_secondary_2': -1} + 1, {'self_secondary_1': -2, 'self_secondary_2': 5} + 2, {'other_primary_1': -4, 'other_secondary_1': 1, 'other_secondary_2': 4, 'self_secondary_1': -2, 'self_secondary_2': 3, 'self_primary_1': -1} + -2]
3 | 20.421 | 1000.0 | 469.74885281 | 718.112355418 | 393 | [{'other_secondary_1': -3, 'self_secondary_1': -4, 'self_secondary_2': 2, 'other_secondary_2': 4} + -1, {'other_primary_1': 2, 'other_secondary_1': 2, 'other_secondary_2': 0, 'self_secondary_1': 2, 'self_secondary_2': -2, 'self_primary_1': 3} + -4, {'other_primary_1': 0, 'other_secondary_1': 1, 'other_secondary_2': 0, 'self_secondary_1': -1, 'self_secondary_2': 2, 'self_primary_1': 1} + 3, {'other_secondary_1': 4, 'self_secondary_1': -2, 'self_secondary_2': -1, 'other_secondary_2': -1} + 1, {'self_secondary_1': -2, 'self_secondary_2': 5} + 2, {'other_primary_1': -4, 'other_secondary_1': 1, 'other_secondary_2': 4, 'self_secondary_1': -2, 'self_secondary_2': 3, 'self_primary_1': -1} + -2]
4 | 20.481 | 1000.0 | 494.264457661 | 697.564994104 | 393 | [{'other_secondary_1': -3, 'self_secondary_1': -4, 'self_secondary_2': 2, 'other_secondary_2': 4} + -1, {'other_primary_1': 2, 'other_secondary_1': 2, 'other_secondary_2': 0, 'self_secondary_1': 2, 'self_secondary_2': -2, 'self_primary_1': 3} + -4, {'other_primary_1': 0, 'other_secondary_1': 1, 'other_secondary_2': 0, 'self_secondary_1': -1, 'self_secondary_2': 2, 'self_primary_1': 1} + 3, {'other_secondary_1': 4, 'self_secondary_1': -2, 'self_secondary_2': -1, 'other_secondary_2': -1} + 1, {'self_secondary_1': -2, 'self_secondary_2': 5} + 2, {'other_primary_1': -4, 'other_secondary_1': 1, 'other_secondary_2': 4, 'self_secondary_1': -2, 'self_secondary_2': 3, 'self_primary_1': -1} + -2]
5 | 20.483 | 1000.0 | 539.888943702 | 655.003386766 | 393 | [{'other_secondary_1': -3, 'self_secondary_1': -4, 'self_secondary_2': 2, 'other_secondary_2': 4} + -1, {'other_primary_1': 2, 'other_secondary_1': 2, 'other_secondary_2': 0, 'self_secondary_1': 2, 'self_secondary_2': -2, 'self_primary_1': 3} + -4, {'other_primary_1': 0, 'other_secondary_1': 1, 'other_secondary_2': 0, 'self_secondary_1': -1, 'self_secondary_2': 2, 'self_primary_1': 1} + 3, {'other_secondary_1': 4, 'self_secondary_1': -2, 'self_secondary_2': -1, 'other_secondary_2': -1} + 1, {'self_secondary_1': -2, 'self_secondary_2': 5} + 2, {'other_primary_1': -4, 'other_secondary_1': 1, 'other_secondary_2': 4, 'self_secondary_1': -2, 'self_secondary_2': 3, 'self_primary_1': -1} + -2]
6 | 20.476 | 1000.0 | 533.259844405 | 671.516416079 | 393 | [{'other_secondary_1': -3, 'self_secondary_1': -4, 'self_secondary_2': 2, 'other_secondary_2': 4} + -1, {'other_primary_1': 2, 'other_secondary_1': 2, 'other_secondary_2': 0, 'self_secondary_1': 2, 'self_secondary_2': -2, 'self_primary_1': 3} + -4, {'other_primary_1': 0, 'other_secondary_1': 1, 'other_secondary_2': 0, 'self_secondary_1': -1, 'self_secondary_2': 2, 'self_primary_1': 1} + 3, {'other_secondary_1': 4, 'self_secondary_1': -2, 'self_secondary_2': -1, 'other_secondary_2': -1} + 1, {'self_secondary_1': -2, 'self_secondary_2': 5} + 2, {'other_primary_1': -4, 'other_secondary_1': 1, 'other_secondary_2': 4, 'self_secondary_1': -2, 'self_secondary_2': 3, 'self_primary_1': -1} + -2]
7 | 20.967 | 1000.0 | 563.235639909 | 626.882652725 | 393 | [{'other_secondary_1': -3, 'self_secondary_1': -4, 'self_secondary_2': 2, 'other_secondary_2': 4} + -1, {'other_primary_1': 2, 'other_secondary_1': 2, 'other_secondary_2': 0, 'self_secondary_1': 2, 'self_secondary_2': -2, 'self_primary_1': 3} + -4, {'other_primary_1': 0, 'other_secondary_1': 1, 'other_secondary_2': 0, 'self_secondary_1': -1, 'self_secondary_2': 2, 'self_primary_1': 1} + 3, {'other_secondary_1': 4, 'self_secondary_1': -2, 'self_secondary_2': -1, 'other_secondary_2': -1} + 1, {'self_secondary_1': -2, 'self_secondary_2': 5} + 2, {'other_primary_1': -4, 'other_secondary_1': 1, 'other_secondary_2': 4, 'self_secondary_1': -2, 'self_secondary_2': 3, 'self_primary_1': -1} + -2]
8 | 20.19 | 1000.0 | 522.120841599 | 686.572280592 | 393 | [{'other_secondary_1': -3, 'self_secondary_1': -4, 'self_secondary_2': 2, 'other_secondary_2': 4} + -1, {'other_primary_1': 2, 'other_secondary_1': 2, 'other_secondary_2': 0, 'self_secondary_1': 2, 'self_secondary_2': -2, 'self_primary_1': 3} + -4, {'other_primary_1': 0, 'other_secondary_1': 1, 'other_secondary_2': 0, 'self_secondary_1': -1, 'self_secondary_2': 2, 'self_primary_1': 1} + 3, {'other_secondary_1': 4, 'self_secondary_1': -2, 'self_secondary_2': -1, 'other_secondary_2': -1} + 1, {'self_secondary_1': -2, 'self_secondary_2': 5} + 2, {'other_primary_1': -4, 'other_secondary_1': 1, 'other_secondary_2': 4, 'self_secondary_1': -2, 'self_secondary_2': 3, 'self_primary_1': -1} + -2]
9 | 20.462 | 1000.0 | 500.778026165 | 695.560604651 | 393 | [{'other_secondary_1': -3, 'self_secondary_1': -4, 'self_secondary_2': 2, 'other_secondary_2': 4} + -1, {'other_primary_1': 2, 'other_secondary_1': 2, 'other_secondary_2': 0, 'self_secondary_1': 2, 'self_secondary_2': -2, 'self_primary_1': 3} + -4, {'other_primary_1': 0, 'other_secondary_1': 1, 'other_secondary_2': 0, 'self_secondary_1': -1, 'self_secondary_2': 2, 'self_primary_1': 1} + 3, {'other_secondary_1': 4, 'self_secondary_1': -2, 'self_secondary_2': -1, 'other_secondary_2': -1} + 1, {'self_secondary_1': -2, 'self_secondary_2': 5} + 2, {'other_primary_1': -4, 'other_secondary_1': 1, 'other_secondary_2': 4, 'self_secondary_1': -2, 'self_secondary_2': 3, 'self_primary_1': -1} + -2]
10 | 20.331 | 1000.0 | 485.940601041 | 720.515120733 | 393 | [{'other_secondary_1': -3, 'self_secondary_1': -4, 'self_secondary_2': 2, 'other_secondary_2': 4} + -1, {'other_primary_1': 2, 'other_secondary_1': 2, 'other_secondary_2': 0, 'self_secondary_1': 2, 'self_secondary_2': -2, 'self_primary_1': 3} + -4, {'other_primary_1': 0, 'other_secondary_1': 1, 'other_secondary_2': 0, 'self_secondary_1': -1, 'self_secondary_2': 2, 'self_primary_1': 1} + 3, {'other_secondary_1': 4, 'self_secondary_1': -2, 'self_secondary_2': -1, 'other_secondary_2': -1} + 1, {'self_secondary_1': -2, 'self_secondary_2': 5} + 2, {'other_primary_1': -4, 'other_secondary_1': 1, 'other_secondary_2': 4, 'self_secondary_1': -2, 'self_secondary_2': 3, 'self_primary_1': -1} + -2]
