Name | Player 1 Type | Player 2 Type | Function Type | Primary Attributes | Secondary Attributes | Parents Retained | Mutation Rate
tree-gen-high-retention-no-crossover | MinimaxPlayer | MinimaxPlayer | FunctionTree | 1 | 2 | 0.9 | 0.1

Iteration | Time Taken | Maximum Utility | Average Utility | Stddev of Utility | Battle ID | MoveList
1 | 39.601 | 666.666666667 | -727.470779336 | 905.189338057 | 20 | [((self_secondary_1 / 3) / 3), (3 * (other_secondary_1 / other_secondary_1)), (3 * (2 * 53)), ((self_secondary_2 + other_secondary_2) - 1), ((30 / 98) + (self_secondary_2 / 56)), self_secondary_2]
2 | 6.572 | 666.666666667 | -635.709493756 | 922.227618443 | 20 | [((self_secondary_1 / 3) / 3), (3 * (other_secondary_1 / other_secondary_1)), (3 * (2 * 53)), ((self_secondary_2 + other_secondary_2) - 1), ((30 / 98) + (self_secondary_2 / 56)), self_secondary_2]
3 | 6.94 | 666.666666667 | -546.966724679 | 926.148920876 | 20 | [((self_secondary_1 / 3) / 3), (3 * (other_secondary_1 / other_secondary_1)), (3 * (2 * 53)), ((self_secondary_2 + other_secondary_2) - 1), ((30 / 98) + (self_secondary_2 / 56)), self_secondary_2]
4 | 8.08 | 666.666666667 | -473.763437042 | 922.08101398 | 20 | [((self_secondary_1 / 3) / 3), (3 * (other_secondary_1 / other_secondary_1)), (3 * (2 * 53)), ((self_secondary_2 + other_secondary_2) - 1), ((30 / 98) + (self_secondary_2 / 56)), self_secondary_2]
5 | 7.06 | 666.666666667 | -387.976534348 | 912.333892365 | 20 | [((self_secondary_1 / 3) / 3), (3 * (other_secondary_1 / other_secondary_1)), (3 * (2 * 53)), ((self_secondary_2 + other_secondary_2) - 1), ((30 / 98) + (self_secondary_2 / 56)), self_secondary_2]
6 | 6.8 | 666.666666667 | -306.506294399 | 894.809653242 | 20 | [((self_secondary_1 / 3) / 3), (3 * (other_secondary_1 / other_secondary_1)), (3 * (2 * 53)), ((self_secondary_2 + other_secondary_2) - 1), ((30 / 98) + (self_secondary_2 / 56)), self_secondary_2]
7 | 6.98 | 666.666666667 | -219.969480814 | 868.953351005 | 20 | [((self_secondary_1 / 3) / 3), (3 * (other_secondary_1 / other_secondary_1)), (3 * (2 * 53)), ((self_secondary_2 + other_secondary_2) - 1), ((30 / 98) + (self_secondary_2 / 56)), self_secondary_2]
8 | 7.838 | 666.666666667 | -145.891653228 | 837.516168949 | 20 | [((self_secondary_1 / 3) / 3), (3 * (other_secondary_1 / other_secondary_1)), (3 * (2 * 53)), ((self_secondary_2 + other_secondary_2) - 1), ((30 / 98) + (self_secondary_2 / 56)), self_secondary_2]
9 | 7.225 | 666.666666667 | -65.667130855 | 792.863194186 | 20 | [((self_secondary_1 / 3) / 3), (3 * (other_secondary_1 / other_secondary_1)), (3 * (2 * 53)), ((self_secondary_2 + other_secondary_2) - 1), ((30 / 98) + (self_secondary_2 / 56)), self_secondary_2]
10 | 8.043 | 666.666666667 | 2.74007685947 | 749.76469017 | 20 | [((self_secondary_1 / 3) / 3), (3 * (other_secondary_1 / other_secondary_1)), (3 * (2 * 53)), ((self_secondary_2 + other_secondary_2) - 1), ((30 / 98) + (self_secondary_2 / 56)), self_secondary_2]
